관서명,구분,명칭,시도,시군구,상세주소,주소
부안,파출소,부안파출소,전라북도,고창군,부안면 복분자로 873 부안파출소,전라북도 고창군 부안면 복분자로 873 부안파출소
서림,지구대,서림지구대,전라북도,부안군,부안읍 석정로 154 서림지구대,전라북도 부안군 부안읍 석정로 154 서림지구대
진서,파출소,진서파출소,전라북도,부안군,진서면 곰소8길 14 진서파출소,전라북도 부안군 진서면 곰소8길 14 진서파출소
보안,파출소,보안파출소,전라북도,부안군,보안면 부안로 1154 보안파출소,전라북도 부안군 보안면 부안로 1154 보안파출소
줄포,파출소,줄포파출소,전라북도,부안군,줄포면 줄포1길 4 줄포파출소,전라북도 부안군 줄포면 줄포1길 4 줄포파출소
위도,파출소,위도파출소,전라북도,부안군,위도면 위도로 247 위도파출소,전라북도 부안군 위도면 위도로 247 위도파출소
격포,파출소,격포파출소,전라북도,부안군,변산면 격포로 180 격포파출소,전라북도 부안군 변산면 격포로 180 격포파출소
하서,파출소,하서파출소,전라북도,부안군,하서면 하서길 52 하서파출소,전라북도 부안군 하서면 하서길 52 하서파출소
계화,파출소,계화파출소,전라북도,부안군,계화면 간재로 399 계화파출소,전라북도 부안군 계화면 간재로 399 계화파출소
상서,파출소,상서파출소,전라북도,부안군,상서면 부안로 1991 상서파출소,전라북도 부안군 상서면 부안로 1991 상서파출소
주산,파출소,주산파출소,전라북도,부안군,주산면 선돌로 325 주산파출소,전라북도 부안군 주산면 선돌로 325 주산파출소
오수,지구대,오수지구대,전라북도,임실군,오수면 충효로 2095-7,전라북도 임실군 오수면 충효로 2095-7
운수,파출소,운수파출소,전라북도,임실군,임실읍 봉황로 212,전라북도 임실군 임실읍 봉황로 212
강진,파출소,강진파출소,전라북도,임실군,강진면 강운로 143,전라북도 임실군 강진면 강운로 143
하운암,파출소,하운암파출소,전라북도,임실군,운암면 강운로 1018,전라북도 임실군 운암면 강운로 1018
관촌,파출소,관촌파출소,전라북도,임실군,관촌면 사선로 35,전라북도 임실군 관촌면 사선로 35
신평,파출소,신평파출소,전라북도,임실군,신평면 가덕로 665,전라북도 임실군 신평면 가덕로 665
팔덕,파출소,팔덕파출소,전라북도,순창군,"팔덕면 강천로 334, 팔덕파출소","전라북도 순창군 팔덕면 강천로 334, 팔덕파출소"
쌍치,파출소,쌍치파출소,전라북도,순창군,"쌍치면 쌍계로 25번지, 쌍치파출소","전라북도 순창군 쌍치면 쌍계로 25번지, 쌍치파출소"
복흥,파출소,복흥파출소,전라북도,순창군,복흥면 추령로 1147 복흥파출소,전라북도 순창군 복흥면 추령로 1147 복흥파출소
구림,파출소,구림파출소,전라북도,순창군,"구림면 구림로 469, 구림파출소","전라북도 순창군 구림면 구림로 469, 구림파출소"
남계,파출소,남계파출소,전라북도,순창군,"순창읍 남계로 30, 남계파출소","전라북도 순창군 순창읍 남계로 30, 남계파출소"
순화,파출소,순화파출소,전라북도,순창군,"순창읍 장류로 338, 순화파출소","전라북도 순창군 순창읍 장류로 338, 순화파출소"
동계,파출소,동계파출소,전라북도,순창군,"동계면 충효로 347, 동계파출소","전라북도 순창군 동계면 충효로 347, 동계파출소"
동향안천,파출소,동향안천파출소,전라북도,진안군,동향면 양지길 35 (동향안천파출소),전라북도 진안군 동향면 양지길 35 (동향안천파출소)
마령,파출소,마령파출소,전라북도,진안군,마령면 임진로 2100(마령파출소),전라북도 진안군 마령면 임진로 2100(마령파출소)
백운,파출소,백운파출소,전라북도,진안군,백운면 임진로 1338(백운파출소),전라북도 진안군 백운면 임진로 1338(백운파출소)
성수,파출소,성수파출소,전라북도,진안군,성수면 관진로 771 (성수파출소),전라북도 진안군 성수면 관진로 771 (성수파출소)
부귀,파출소,부귀파출소,전라북도,진안군,부귀면 부귀로 335 (부귀파출소),전라북도 진안군 부귀면 부귀로 335 (부귀파출소)
주천용담,파출소,주천용담파출소,전라북도,진안군,주천면 동상주천로 2201 (주천용담파출소),전라북도 진안군 주천면 동상주천로 2201 (주천용담파출소)
마이,파출소,마이파출소,전라북도,진안군,진안읍 진무로 1018(마이파출소),전라북도 진안군 진안읍 진무로 1018(마이파출소)
